"","data_as_of","start_week","end_week","state","sex","age_group","covid_19_deaths","total_deaths","pneumonia_deaths","pneumonia_and_covid_19_deaths","influenza_deaths","pneumonia_influenza_or_covid","footnote"
"1096",2020-07-22,2020-02-01,2020-07-11,"Rhode Island","Female","35-44 years",NA,39,0,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1097",2020-07-22,2020-02-01,2020-07-11,"Rhode Island","Female","45-54 years",NA,79,NA,NA,0,11,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1098",2020-07-22,2020-02-01,2020-07-11,"Rhode Island","Female","55-64 years",20,228,24,12,NA,33,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1099",2020-07-22,2020-02-01,2020-07-11,"Rhode Island","Female","65-74 years",72,386,52,37,NA,89,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1100",2020-07-22,2020-02-01,2020-07-11,"Rhode Island","Female","75-84 years",120,644,75,51,NA,149,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1101",2020-07-22,2020-02-01,2020-07-11,"Rhode Island","Female","85 years and over",295,1394,144,96,NA,349,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1102",2020-07-22,2020-02-01,2020-07-11,"Rhode Island","Female","All ages",516,2818,306,200,15,637,NA
"1103",2020-07-22,2020-02-01,2020-07-11,"Rhode Island","Unknown","All ages",NA,NA,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1104",2020-07-22,2020-02-01,2020-07-11,"Rhode Island Total","All","All Ages",940,5457,600,366,25,1199,NA
"1105",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","Under 1 year",0,90,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1106",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","1-4 years",0,18,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1107",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","5-14 years",0,28,0,0,0,0,NA
"1108",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","15-24 years",NA,256,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1109",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","25-34 years",NA,452,NA,NA,NA,12,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1110",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","35-44 years",12,531,13,NA,NA,23,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1111",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","45-54 years",20,985,48,NA,NA,72,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1112",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","55-64 years",73,2224,136,27,NA,190,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1113",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","65-74 years",124,3198,213,46,12,303,NA
"1114",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","75-84 years",161,3317,270,65,12,378,NA
"1115",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","85 years and over",92,2361,186,33,NA,250,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1116",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Male","All ages",488,13460,879,182,50,1235,NA
"1117",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","Under 1 year",0,60,0,0,0,0,NA
"1118",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","1-4 years",0,16,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1119",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","5-14 years",0,18,0,0,0,0,NA
"1120",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","15-24 years",NA,94,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1121",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","25-34 years",NA,182,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1122",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","35-44 years",NA,335,NA,0,NA,15,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1123",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","45-54 years",21,651,46,NA,NA,64,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1124",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","55-64 years",60,1446,107,28,NA,144,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1125",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","65-74 years",122,2339,181,50,NA,260,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1126",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","75-84 years",131,2946,222,55,12,310,NA
"1127",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","85 years and over",141,3957,252,51,11,353,NA
"1128",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Female","All ages",479,12044,826,194,49,1159,NA
"1129",2020-07-22,2020-02-01,2020-07-11,"South Carolina","Unknown","All ages",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1130",2020-07-22,2020-02-01,2020-07-11,"South Carolina Total","All","All Ages",967,25505,1705,376,99,2394,NA
"1131",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","Under 1 year",0,13,0,0,0,0,NA
"1132",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1133",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","5-14 years",0,NA,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1134",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","15-24 years",0,28,0,0,0,0,NA
"1135",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","25-34 years",NA,47,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1136",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","35-44 years",NA,76,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1137",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","45-54 years",NA,105,12,NA,0,14,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1138",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","55-64 years",17,276,30,NA,NA,41,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1139",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","65-74 years",NA,409,30,NA,NA,38,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1140",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","75-84 years",NA,488,45,NA,NA,54,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1141",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","85 years and over",14,509,39,NA,NA,52,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1142",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Male","All ages",57,1959,160,26,17,208,NA
"1143",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","Under 1 year",0,11,0,0,0,0,NA
"1144",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","1-4 years",0,NA,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1145",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","5-14 years",0,NA,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1146",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","15-24 years",NA,NA,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1147",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","25-34 years",0,19,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1148",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","35-44 years",0,33,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1149",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","45-54 years",NA,67,NA,NA,0,10,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1150",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","55-64 years",NA,190,22,NA,NA,24,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1151",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","65-74 years",11,301,24,NA,NA,34,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1152",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","75-84 years",NA,387,23,NA,NA,30,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1153",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","85 years and over",26,785,48,NA,NA,68,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1154",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Female","All ages",59,1808,128,23,NA,173,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1155",2020-07-22,2020-02-01,2020-07-11,"South Dakota","Unknown","All ages",0,0,0,0,0,0,NA
"1156",2020-07-22,2020-02-01,2020-07-11,"South Dakota Total","All","All Ages",116,3767,288,49,26,381,NA
"1157",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","Under 1 year",NA,145,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1158",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","1-4 years",0,31,0,0,0,0,NA
"1159",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","5-14 years",0,41,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1160",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","15-24 years",0,327,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1161",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","25-34 years",NA,685,11,NA,NA,15,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1162",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","35-44 years",13,878,36,NA,NA,44,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1163",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","45-54 years",24,1553,97,NA,NA,119,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1164",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","55-64 years",66,3278,240,26,14,294,NA
"1165",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","65-74 years",97,4348,360,46,23,434,NA
"1166",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","75-84 years",118,4463,397,41,12,486,NA
"1167",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","85 years and over",52,3099,283,21,NA,318,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1168",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Male","All ages",376,18848,1435,152,64,1723,NA
"1169",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","Under 1 year",0,98,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1170",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","1-4 years",NA,22,0,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1171",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","5-14 years",0,19,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1172",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","15-24 years",0,136,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1173",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","25-34 years",NA,340,NA,0,NA,11,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1174",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","35-44 years",NA,525,26,NA,NA,31,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1175",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","45-54 years",12,955,62,NA,NA,77,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1176",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","55-64 years",33,2189,161,18,11,187,NA
"1177",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","65-74 years",61,3349,274,18,12,329,NA
"1178",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","75-84 years",87,4200,339,27,17,416,NA
"1179",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","85 years and over",93,5369,329,35,12,399,NA
"1180",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Female","All ages",296,17202,1204,107,66,1459,NA
"1181",2020-07-22,2020-02-01,2020-07-11,"Tennessee","Unknown","All ages",0,0,0,0,0,0,NA
"1182",2020-07-22,2020-02-01,2020-07-11,"Tennessee Total","All","All Ages",672,36050,2639,259,130,3182,NA
"1183",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","Under 1 year",NA,465,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1184",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","1-4 years",0,100,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1185",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","5-14 years",NA,148,NA,0,NA,11,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1186",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","15-24 years",NA,1078,28,NA,0,32,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1187",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","25-34 years",41,1675,56,17,NA,85,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1188",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","35-44 years",82,2278,121,35,NA,173,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1189",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","45-54 years",214,4170,274,80,18,426,NA
"1190",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","55-64 years",426,8900,713,173,36,1002,NA
"1191",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","65-74 years",577,11969,1154,282,31,1480,NA
"1192",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","75-84 years",531,12602,1188,249,41,1509,NA
"1193",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","85 years and over",358,10260,904,160,25,1127,NA
"1194",2020-07-22,2020-02-01,2020-07-11,"Texas","Male","All ages",2237,53645,4452,998,165,5854,NA
"1195",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","Under 1 year",0,353,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1196",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","1-4 years",NA,77,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1197",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","5-14 years",0,112,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1198",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","15-24 years",NA,355,10,NA,NA,15,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1199",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","25-34 years",14,685,20,NA,NA,34,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1200",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","35-44 years",40,1211,78,14,13,116,NA
"1201",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","45-54 years",87,2454,184,33,21,259,NA
"1202",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","55-64 years",183,5549,467,79,31,602,NA
"1203",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","65-74 years",301,8623,750,136,39,954,NA
"1204",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","75-84 years",377,11507,936,187,34,1159,NA
"1205",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","85 years and over",462,15784,1099,192,31,1400,NA
"1206",2020-07-22,2020-02-01,2020-07-11,"Texas","Female","All ages",1469,46710,3551,647,179,4550,NA
"1207",2020-07-22,2020-02-01,2020-07-11,"Texas","Unknown","All ages",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1208",2020-07-22,2020-02-01,2020-07-11,"Texas Total","All","All Ages",3706,100356,8003,1645,344,10404,NA
"1209",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","Under 1 year",0,58,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1210",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1211",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","5-14 years",0,18,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1212",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","15-24 years",NA,107,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1213",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","25-34 years",NA,162,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1214",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","35-44 years",NA,237,NA,NA,NA,14,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1215",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","45-54 years",NA,329,17,NA,NA,23,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1216",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","55-64 years",27,643,37,12,NA,59,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1217",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","65-74 years",38,1004,73,21,NA,93,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1218",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","75-84 years",34,1195,75,NA,NA,108,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1219",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","85 years and over",19,1196,75,NA,NA,94,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1220",2020-07-22,2020-02-01,2020-07-11,"Utah","Male","All ages",135,4957,294,52,27,404,NA
"1221",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","Under 1 year",0,55,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1222",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1223",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","5-14 years",0,11,0,0,0,0,NA
"1224",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","15-24 years",NA,39,NA,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1225",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","25-34 years",NA,96,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1226",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","35-44 years",NA,151,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1227",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","45-54 years",NA,207,11,NA,NA,18,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1228",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","55-64 years",NA,428,25,NA,NA,32,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1229",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","65-74 years",17,718,44,NA,NA,57,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1230",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","75-84 years",22,1171,67,NA,NA,86,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1231",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","85 years and over",26,1648,75,NA,NA,98,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1232",2020-07-22,2020-02-01,2020-07-11,"Utah","Female","All ages",84,4532,237,24,13,310,NA
"1233",2020-07-22,2020-02-01,2020-07-11,"Utah","Unknown","All ages",0,0,0,0,0,0,NA
"1234",2020-07-22,2020-02-01,2020-07-11,"Utah Total","All","All Ages",219,9489,531,76,40,714,NA
"1235",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","Under 1 year",0,NA,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1236",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","1-4 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1237",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","5-14 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1238",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","15-24 years",0,10,0,0,0,0,NA
"1239",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","25-34 years",0,38,0,0,0,0,NA
"1240",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","35-44 years",NA,49,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1241",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","45-54 years",NA,82,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1242",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","55-64 years",NA,204,NA,NA,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1243",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","65-74 years",NA,302,17,NA,NA,24,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1244",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","75-84 years",16,385,32,NA,NA,47,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1245",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","85 years and over",NA,403,35,NA,NA,40,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1246",2020-07-22,2020-02-01,2020-07-11,"Vermont","Male","All ages",33,1478,92,12,10,123,NA
"1247",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","Under 1 year",0,0,0,0,0,0,NA
"1248",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","1-4 years",0,0,0,0,0,0,NA
"1249",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","5-14 years",0,0,0,0,0,0,NA
"1250",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","15-24 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1251",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","25-34 years",0,NA,0,0,0,0,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1252",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","35-44 years",NA,19,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1253",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","45-54 years",NA,59,NA,NA,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1254",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","55-64 years",0,111,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1255",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","65-74 years",NA,234,NA,0,NA,14,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1256",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","75-84 years",NA,325,15,0,NA,23,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1257",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","85 years and over",10,579,37,NA,NA,48,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1258",2020-07-22,2020-02-01,2020-07-11,"Vermont","Female","All ages",24,1344,62,NA,NA,90,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1259",2020-07-22,2020-02-01,2020-07-11,"Vermont","Unknown","All ages",0,0,0,0,0,0,NA
"1260",2020-07-22,2020-02-01,2020-07-11,"Vermont Total","All","All Ages",57,2822,154,14,16,213,NA
"1261",2020-07-22,2020-02-01,2020-07-11,"Virginia","Male","Under 1 year",0,105,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1262",2020-07-22,2020-02-01,2020-07-11,"Virginia","Male","1-4 years",0,17,NA,0,0,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
"1263",2020-07-22,2020-02-01,2020-07-11,"Virginia","Male","5-14 years",0,30,0,0,NA,NA,"One or more data cells have counts between 1–9 and have been suppressed in accordance with NCHS confidentiality standards."
